"length ball, not much of movement, as Imam lets it go"
"length ball, a hint of away swing, and Imam comes forward and defends"
"drifts down the leg side, and allows him to glance down to fine leg"
"length, outside off, and left alone"
"length ball, angles into him, and he gets behind the line and defends it straight back down the wicket"
"length ball, outside off, and he shoulders arms after judging the length of it"
"length ball, angles across him, and he looks to flick it and misses"
"length ball, jags in after pitching, and he presses forward to defend"
"length ball, cutting back in, and he looks to force it away on the offside, and chops it on to his pads. Could so easily have gone back towards his stumps! <strong>CLOSE!</strong>"
"straight ball, and the bat turns as he looks to force it on the offside"
"short, and he cuts it uppishly, but through a vacant slips cordon. Well, there's a first slip and a man at fourth slip, and that was well to the left of the latter"
"length ball, a bit slower, and he allows it to come across himself with the angle and plays it away to square leg"
"length ball, but way down leg side, and it makes his captain work hard for it. Sarfraz dives low to his left and picks it up, as Taylor misses out on potential runs with a flick"
"full and pitched across Latham with the angle, and he drives it from the crease"
"length ball, but starts from outside leg, and he can play it down to fine leg with a delicate touch"
"length ball, angles across him, and he allows it to pass through"
"pitched up, and he eases into a drive through covers"
"length ball, straight at off stump, and he presses forward to defend"
"length ball, starts on off and moves further away, and he lets it pass"
"tossed up, and turning down the leg side, and he goes back and defends"
"goes down the wicket and plays it towards mid-on, and takes on Abbas at that position. Early call and early response"
"turn! And a lot of it at that. Pitches on leg, and then bounces as Latham goes back to defend"
"shorter, and he can go back and drive it through covers. Sarfraz implores him to pitch it up further"
"short and turns big from off beyond leg, and he lets it pass"
"short, and he goes back and cuts it towards point"
reaches out to a fuller ball and drives it out to deep point.. <b>fifty for Taylor</b> but his job's just getting started
"length ball that nips away outside off, bends forward and blocks into the covers"
"length ball in the corridor outside off, Taylor loosely hangs the bat out and gets beaten"
"good length, closer to off and straighter as well, defended down the pitch"
"length ball, cuts in off the seam towards middle, gets a bit of an inside edge onto the pad as he prods forward"
"full, angling into middle, clipped to midwicket"
"length ball, pitches around leg and spins down the channel"
leg side lines again as he nudges to backward short leg
"floated up outside off, gets forward to defend and gets an inside edge into the leg side"
""
"back of a length, spinning in, tucked to midwicket"
"good length, spinning in from middle, stays in the crease and drops it into the leg side"
"short of good length on off, defended in front of off"
reaches out to a fuller ball and drives into the covers
"yorker, swinging away from around off, dug out from the crease"
"length ball outside off, defended"
"full, angling into off, driven to cover"
"inswinger on middle and leg, clipped to fine leg for one"
"back of a length, spins away, tries to cut and gets beaten by extra bounce"
"short and spins away to give him room, slapped away to sweeper cover"
"pitched up on middle and leg, gets down and crunches a sweep through square leg"
"full and flighted, dipping around leg, tries to clip and wears it on the peg"
"length on middle, defended towards short leg"
"slider on middle and off, gets forward to defend and finds the outside of the bat"
"length ball, nips back in and beats the bat and strikes his pad, but is probably going down leg"
"length ball, angles in from outside off, and he presses forward to defend"
"length ball, cuts in from outside off, and he presses forward and blocks it away on the offside"
"length ball, angles into him from off stump, and he defends off the front foot"
he gets up on his toes and defends a length ball on to the offside
"length ball, and he blocks it on the offside"
"tosses this up, and Latham looks for the sweep, but misses completely. The ball bounces and turns, but beats both the offstump and Sarfraz's gloves to pop over to fine leg"
"flighted, on middle, and Taylor stretches forward to drive it through cover"
"tossed up, on middle, and he drives off the front foot down to mid-on"
"flights this outside off, and he presses forward to smother it"
"flatter and straighter, and he presses forward and defends"
"looks for the flipper, starting on leg stump, but Latham can smother it off the front foot"
"looks for the yorker, but goes full, as it swings into Taylor's pads, and he can work it around the corner to square leg"
"<strong>FIFTY</strong> for Latham! Length ball, but straight towards him, and he can work it around his pads with his wrists"
"<strong>WAS THERE A NICK?</strong> The umpires have referred this. It's a length ball, that drew a forward defensive poke from Latham, and went through to Sarfraz. The Pakistan fielders were excited about it immediately, and have opted to go to the TV umpire Ian Gould for this. The catch is clean, from the look of things, but it could have been bat hitting pad, though. They will just check UltraEdge on this too. <strong>UltraEdge confirms there is an edge</strong>. This is a big wicket for Pakistan, just after Latham reached his half-century!"
"looks for the yorker, and ends up overcooking it, and Nicholls can drive the full toss back down to mid on"
"<strong>TWO FOR THE OVER!</strong> Both a decision, and a review, this time by New Zealand! Fuller ball, and has definitely struck him on the pads, but could it be sneaking down leg? <strong>Remember it was given out by the umpire to begin with</strong>. He has delivered this from quite wide of the crease, though, and that is why it is <strong>missing</strong> the stumps!"
"length ball, and on offstump and he comes forward to block it"
"length ball, on offstump and he pushes it away to point from the crease"
"flighted, and he drives straight down the ground back to the bowler"
"tossed up, and he drives it back down the pitch"
"shorter in length, and he can go back and cut it towards backward point"
"flighted on off, and he presses forward to defend it"
"length ball, and he allows it to turn back into him and flicks it away to square leg"
"length ball, angles into him, and he blocks it from the crease"
"length ball, outside off, and he steers it towards point"
"length ball, angles into him, and he works it away to square leg"
"bowls from wide of the crease, angles into him, and he goes back and defends on the onside"
"tries for a fuller ball, and Nicholls is able to drive it back down the pitch"
"length ball, outside off, and he stays back and defends"
"flighted on leg, and he whips it away off the front foot towards midwicket after taking it on the full"
"flighted outside off this time, and he drives it through covers"
"looks for the flipper, I suspect, but spears it towards the pads, and he can clear his front leg and defend"
"tossed up, and he can flick it through the onside. Yasir's length today has been a bit inconsistent"
"tossed up, and he comes forward and drives it through the offside with the turn"
"tossed up teasingly on off, and he presses forward to smother it"
"length ball, angles into the pads, and he plays it away on the onside after covering the line"
"strays down the pads with a length ball. Taylor looks to glance it, but only gets part of his pad, and Sarfraz does well to stop it"
"fuller ball, swings into him, and he drives it straight down the ground to mid on"
"length ball, andles into him, and he can block it away off the crease into the onside"
"length ball, straight at him, and he presses forward and defends"
"length ball, and he comes forward to block it"
"flighted on off, and Nicholls uses his feet to come out and drive it to mid off"
"flighted outside off, and he presses forward to smother it right under his eyes"
presses forward and defends a length ball on off
"short, and he rocks back and pulls it towards square leg. Sohail was stationed not far from there, but could not keep it in despite trying"
"flighted, and he comes out to drive, but can only skew it away towards midwicket"
"flighted, and he goes back and it steers it towards third man"
"length ball, swings back into his pads, and he plays it with the tide to the onside, and they set off for a run. The fielder has a shy at the non-striker's end, and a direct hit could have been interesting!"
"length ball, outside off, and lures Nicholls into a forward defensive prod, not unlike Latham. <em>Just beats the outside edge this time</em>!"
"length ball, starts on off and moves away, and he lets it pass"
"length ball, outside off, and he allows it through to the keeper"
"length ball, starts outside off and shapes away further, and he shoulders arms to it"
"length ball, and he presses forward to drive it to short cover"
he presses forward to defend a length ball on off stump
"flighted, but starts outside leg, and he can just nudge it down towards fine leg"
presses forward and defends a length ball
"a little flatter and quicker, towards leg, and he tries to go back and work it around the corner, but it  beats the bat and hits his thigh"
presses forward to defend a length ball on middle and leg
"<strong>flipper</strong>, but slow as it goes through to Nicholls, who can go back and defend it from middle stump"
"length ball, angles into him, and he presses forward to defend"
"length ball, strays down the pads, and allows him to tuck it away towards fine leg"
"length ball, straight at him, and he drives it down the onside with ease"
"length ball, and he presses forward and defends. <strong>I kid you not, the pitch is so slow, this was like a forward defensive stroke to a spinner!</strong>"
"length ball, and angles away from him after pitching, as he leaves"
"fuller, and down the leg side, and he has no problems in just using the pace of the ball to play it down to fine leg. Valiant effort from Bilal Asif, but he cannot stop it"
presses forward and blocks a length ball on off stump
"flighted, and he allows the ball to dip on him, before playing it away towards backward point with the turn"
"flighted, and he plays from the crease. The ball takes the inside part of the bat, but along the ground past the two men at short leg"
presses forward to defend a length ball
goes back and defends a length ball turning back into him
"shorter, and he can sweep this one after getting down on one knee. Cannot beat the man at square leg, though"
"length ball, that angles into him and hits the pad. Pakistan want this wicket, but the umpire thinks he may have nicked it. They go upstairs. It actually looks like it may have gone down leg. This will be especially difficult as the original decision was not out. Pitched ok and impact was fine, but the third colour is green. Not out!"
"fuller, and he plays it away on the onside, keeping it low enough to avert short midwicket"
"fuller length, and he drives it back down to the bowler, who stops it. Well...half-stops it, but does well enough"
"length ball, hits his pad as he shapes to flick it. Taylor wants a single, but Nicholls reckons short midwicket is far too close to the ball"
"fuller ball, and again angles into him. He comes forward and defends it away on the onside. Must be mindful of the man at short midwicket"
"straight ball, he prods forward and defends"
"length ball at off and middle, dead-batted into the pitch"
"<b>lovely shot.</b> The attack is on his legs, so hits it into the off side. Behind square with a reverse sweep, nicely getting to the pitch of that and keeping his head over the ball"
"length at off stump, swept along the floor to deep backward square"
"length ball spinning at middle stump, pitching outside leg. He lets it onto his thigh with bat out of the way"
length ball spinning at the stumps from outside leg again. Kicked away
tossed up wide outside off. Kicked away
"length ball wide outside off, left alone"
"length ball just outside off, blocked into the leg side off the front foot"
"length ball wide outside off, left alone"
"length ball outside off, left alone"
"length ball just outside off, with a hint of curve away. Leans into the forward block"
length ball shaping away from off stump. Can't get him to play at this
"tossed up outside leg stump, padded away"
"full on leg stump, flicked to deep square's left"
"length ball at leg stump, kicked away"
"short of a length at leg stump, whipped to deep square off the back foot"
"length ball wide outside off, looks to sweep. Cops it on the forearm, outside the line"
"full outside off, dead-batted into empty covers region"
"length ball just outside off, defended into the covers"
"full on middle stump, driven to mid-on's right and Yasir slides to his right to stop"
"length outside off, looks to tap it into the covers, gets an inside edge to square leg"
"length ball wide outside off, left alone"
"length ball wide outside off, nice forward stride to defend"
"length at leg stump, clipped to midwicket off the inside half"
"tossed up full outside off, jams the bat into the turf as he's beaten on the drive"
"length ball wide outside off, left alone"
"full at middle stump, swept along the floor to deep backward square"
"full on leg stump, flicked to deep backward square"
"full outside off, defended into the leg side off the inside edge"
"full and wide outside off, left alone"
"short and wide outside off, chopped to point"
"tossed up at off stump, blocked into the leg side"
"short and wide outside  off, cut to sweeper cover"
"short of a length and spinning in at the thigh, can't get bat on it"
"tossed up outside off, blocked into the covers"
"length at off stump, defended off the inside half"
"full and down leg side, looks to sweep and misses that. So does keeper. So does leg slip."
"<b>beaten</b> but that's into the body. Length ball at middle stump, steps out and is nowhere near the pitch of this as he looks to flick"
"<b>falls short</b> of deep backward square. Sarfraz is angry, surprise surprise. Length ball on middle stump, looks to sweep that and gets a top edge. That was well short of the fielder. The captain not happy that Yasir was as deep as he is"
"tossed up wide outside off, paddles to deep backward square"
"full on leg stump, not to the pitch once again as he looks to flick. Trickles off the inside half to Yasir's right at deep backward square"
"length on leg stump, whipped to deep midwicket's right"
"short on middle stump, gets back and drags the pull to deep midwicket's right"
"length on leg stump, tapped into the midwicket region with a closed face"
"full on middle stump, inside edge onto boot as he looks to drive"
"tossed up at leg stump, closes the face and soft-hand-pokes into the leg side"
dropped short and down leg side. Pulls firmly to backward square and it's a clean pick up and throw from there. Shies at the non-striker's as Nicholls is ball watching halfway through. Would have been close with a direct hit. Hasan Ali the fielder
"full on leg stump, flicked to mid-on's right"
"length on middle stump, defended into the leg side"
"tossed up at off stump, looks to drive through cover, gets a thick inside edge to mid-on"
"<b>Yasir is in this time and he takes it!</b> Pakistan have made the adjustment and Taylor has given them the same chance again. Very loose from Taylor, but it was coming. He had been fidgety, the last 15 minutes or so. Looks for another sweep and isn't anywhere near the pitch of that. Closes the face too early and lobs up a leading edge for Yasir at deep backward square. He runs in five yards and holds on easily"
"length ball outside off, blocked on the front foot"
"<b>outside edge</b> falls short of slip. Length ball just outside off, pokes with hard hands"
"lobbed up at a length outside off, left alone"
"<b>beats the outside edge.</b> Length ball outside off, gets forward and low, hears this fizz past"
"full and just outside off, dead-batted down the pitch"
"short of a length just outside off, pushed to short extra cover"
"<b>just misses off stump!</b> Oh to have this ability. That would have been the perfect legbreak it it got the stumps. Drifts in towards leg stump, makes him defend at middle because, of course, it'll turn, won't it? It does, but it's past the bat and narrowly past off stump"
<b>big lbw shout</b> as he bat-pads on the front foot. Not out says the umpire and they don't have reviews left. That wasn't a bad shout on line. The only decision to be made there was whether it was bat or pad first. Umpire thinks the former
"tossed up at off stump, defended on the front foot"
"length outside off, keeps the bat inside the line and leaves"
"tossed up wide outside off, gets down and sweeps on the rise, through midwicket"
"length on off stump, slides back in and takes the inside edge as he looks to defend on the front foot"
"floated up full on off stump, defended on the front foot"
"short of a length just outside off, defended towards the slips with soft hands"
"<b>beats the edge.</b> Flatter, length, spinning away. Nicholls is caight on the move, half-stride"
"length ball outside off, hangs the bat inside the line, lets it go"
"short and wide outside off, cuts to cover"
"tossed up on off stump, driven down the pitch"
"full on off stump, dead-batted into the turf"
"length outside off, blocked"
"full on off stump, jammed out to mid-off"
"tossed up at leg stump, flicked to deep midwicket"
"tossed up outside off, defends very close to the pad"
"length on middle stump, nicely on top of this as he taps it on the head and sweeps past backward square"
"short of a length on leg stump, gets deep in the crease and dabs it to backward square"
"full on off stump, blocked into the off side"
"short of a length outside off, left alone"
<b>outside edge</b> falls short of slip. Length ball outside off and he defends with soft hands
<b>past the edge</b> again. Length and flat outside off. Tentative prod at this
"tossed up at off stump, blocked into the off side"
"short and wide outside off, cut to point's right. Unconfident running from New Zealand, but the throw is very wide"
"full on off stump, gets across and sweeps viciously along the floor. Finds deep square leg"
"tossed up on off, blocked on the front foot"
"length at middle stump, goes back in the crease to defend off the outside half"
"length on off stump, soft-hands on the forward block"
"tossed up outside off, left alone"
"full on off stump, dead-batted down the pitch"
"short of a length just outside off, defended into the pitch with soft hands"
"full outside off, dead-batted into the leg side"
short and turning away from outside off. Toe-ended pull wide of mid-on
"dropped short again. Gets back and gets better connection this time. Still slicing as it spins away, but it's into the big gap at square leg"
"length on off stump, blocked on the front foot"
"full on leg stump, nudged through midwicket"
short of a length in at middle stump. Right back in the crease as he drops this in front of leg slip
"length ball outside off, sweeps along the floor to deep square"
"length on middle stump, defended with a closed face"
tosses it up wide outside leg. Nicholls pads it
"length outside leg, beaten on the inside edge as he looks to defend. Into his body"
"full on off stump, defended down the pitch"
"short of a length down leg side, left alone"
"length on leg stump, tapped to midwicket's right off the back foot"
"tossed up on leg stump, defended into the leg side"
"length at leg stump, whipped to deep backward square"
"full outside off, paddled to deep backward square"
"length on middle stump, blocked on the front foot"
""
length ball pushed flat and down leg side. Can't get bat on the flick
he goes back to a shorter ball and punches it back down the pitch
"tossed up, and he moves back and nudges it into the vacant short midwicket region"
he comes forward and smothers a length ball on off
"flighted, and he goes back to pull. <strong>The ball jumps off a length and beats him completely</strong>, hitting his forearm!"
"length ball, angles across him, and he plays it with a dead bat"
goes back and defends a length ball turning into him on to the legside
"short ball, and he goes down to sweep it. There's a man at backward square leg for that shot now"
presses forward to a length ball and defends
"tossed up, and he sweeps, but can only find short fine leg"
presses forward to defend a length ball
"plays a length ball turning away from a length off the crease, and pushes it away towards cover"
"flighted, outside off, and he can ease it towards extra cover"
"tossed up, and he presses forward to defend"
"shorter in length, and it turns across him, and he can go back and tuck it away towards square leg"
comes forward and defends a length ball
"length ball, outside off, and he lets it go"
"flighted, and he drives it past the man at silly point, along the ground."
"length ball, spins sharply back in, and he goes back to play it right under his eyes watchfully"
"starts from outside off and moves further away from a length, and he lets it pass"
"length ball, closer to off stump this time, and he presses forward and defends it"
"length ball, and he <strong>draws the outside edge</strong>! Nicholls has done well to play it with soft hands, and the ball bounces on its way to first slip"
"length ball, pitches on off and then keeps going on with the angle around the wicket, and Nicholls is happy to let it pass"
"length, outside off, and he leaves"
"length ball, outside off, and he goes back and punches it straight back down the pitch to the bowler"
"length ball, and he defends it from the crease"
"length ball, on off, and he plays it defensively from the crease"
"length ball, and he presses forward as it pitches on off stump, and defends"
"length ball, outside off, and he defends it right off the middle of the bat"
"length ball, straighter, and he flicks it away with the angle of the ball, but there's a square leg in place, where Yasir Shah does the fielding"
"shorter in length, and he plays it straight down the wicket"
"fuller ball, and he drives at it, and it <strong>takes the outside edge</strong>, but drops short of a player at gully"
"length ball, outside off, and he lets it pass"
"length ball, starts on off and angles in, and he presses forward to defend it"
"length ball, angles into him, and he drops it dead at his feet off the back foot"
"length ball, but starts from middle and strays down to leg, and he can flick it away. Some great running between the wickets, as the fielders by the midwicket boundary have some work to do before getting the ball away"
"length ball, and he prods forward and defends it to short midwicket"
"length ball, and he goes back and defends it as it straightens into him"
"angles across him, and he lets it pass from a good length"
"fuller, and on off stump, and he comes forward and drives it past the bowler, and through the vacant mid-off region. <strong>Top shot!</strong>"
"length ball, and he drives it, but miscues it a bit and can only squirt it away towards mid on"
"length ball, but starts from middle, and allows him to flick it away after getting on top of the bounce"
"length ball, jags back into him, and he plays it defensively from the crease away on the offside"
"length ball, outside off, and he shoulders arms to this"
"length, outside off, and left alone"
"length, and starts from outside off and then moves back in a touch. Nicholls is having none of it, as it passes by"
"length ball, and he presses forward and defends"
"length ball, and he comes forward to defend it"
"length ball, straight at off, and he presses forward to defend"
"length ball, and skids on, and Watling goes back to cut it behind square"
"shorter, and also offers width, and he can easily drive it towards the sweeper at the point boundary"
"short as it turns into him, and he can go back and work it off his hips towards square leg"
"shorter again, and this time he goes back and pushes it towards cover. The outfield is a slow one, so the sweeper at extra cover can get around to it"
presses forward and defends a length ball
"flighted, and he allows it to come to him and turn away and then he steers it towards third man"
"good length, but starts way outside off stump, and he lets it pass"
"length ball, starts closer to off stump, and Nicholls comes forward to defend"
"length ball, and he hangs back and allows it to come to him, before punching it back straight down the wicket"
"length ball, and he stays inside the crease and plays it watchfully through the offside with a dead bat"
"length ball, and he plays it watchfully on to the onside this time"
"length ball, on off, and angling away, and he can shoulder arms to this"
presses forward to a length ball pitched on off
"tossed up, pitches on leg and then straightens, and he presses forward and plays it with a dead bat"
"flatter and straighter, and he comes forward and meets it to smother the side spin on it"
"tossed up, pitches on middle, and he drives it back to the bowler off the front foot"
"flighted, and he presses forward and allows it to turn away and take his bat"
"flighted, and he presses forward and smothers it"
"length ball, outside off, and he lets it pass"
fuller and he drives towards cover
"length ball, straighter this time, and he can punch it back towards mid-on"
"length ball, angles across him, and he lets it pass"
"length ball, angles away, and he lets it through"
"length ball, shaping into him, and he presses forward to defend"
"flighted, piches on off, and he presses forward to smother it"
"outside off, a bit shorter, and allows him time to rock back and push it away towards backward point"
"length ball on middle, and he watchfully defends off the front foot"
"length ball on middle, turning away towards leg, and he keeps a defensive shot down off the front foot"
"<strong>beaten!</strong> Plays for the turn off the back foot, and the ball pitches on off stump and turns very little"
"length ball, straightens into him, and he plays it off the back foot and nudges it away to square leg"
"full ball, on off stump, and he comes forward and drives it towards short cover"
"length ball, outside off, and he shoulders arms"
"length ball, and he presses forward and defends with a dead bat"
"length ball, and it <strong>takes the outer edge</strong> of the bat, but Nicholls does well to keep it low, as it runs though gully"
"length ball, and he defends it off the crease"
"fuller ball, and looks like a slower ball, and he drives it through for <strong>his FIFTY</strong>! Should have been stopped really, but mid-off just ran all over this one and failed to stop it properly"
"length just outside off, blocked on the front foot"
"short of a length outside off, cut to sweeper cover"
"full on leg stump, flicked to deep midwicket"
"<b>he's been given lbw.</b> Surely, he'll review that. No he doesn't. Watling is gone! Was he timed out there? Hard to tell. But he's gone. A straighter one from Yasir, traps him on the pad after beating the inside edge. It's on the middle-and-leg line so a review might have been on. But that's it. That's what they needed, Pakistan. Yasir gets Watling. Now he's got 10 of New Zealand's 11 batsmen in the match. <b>Replays confirm that was hitting the top of leg.</b>"
"googly, dropped short and wide outside off. Mistimed cut to point's right"
"length on leg stump, poked into the leg side off the front foot"
"length ball just outside off, tapped to mid-off on the up"
"length just outside off, tapped into the off side"
"<b>supreme.</b> Wow. What a shot that is. Length ball just outside off, some shape in and a gorgeous forward stride as he drills this right off the middle to beat mid-off. Perfect, just perfect."
"length and in at leg stump, stands tall and whips this wide of mid-on off the back foot"
"<b>loose.</b> Length ball outside off, some shape in again. This time CDG with no stride, swishing away from the body at it. Inside edge to fine leg"
"length ball pushed wide outside off, left alone"
"full on leg stump, tapped down the pitch off the front foot"
<b>off the boot</b> but safely into the leg side. Full toss on the pads. Looks to flick and whips it onto his boot. Short leg is taking protective cover and isn't alive to the opportunity as this lobs behind him
"length outside off, steps out, meets it on the full and flicks to mid-on"
"full on leg stump, flicked to mid-on's right"
"full on leg stump, flicked to short leg"
"length on off stump, defended to midwicket off the inside half"
length ball angled in at off stump. Jabs in front of the body with off and middle visible
"short of a length outside off, chopped straight to point"
"<b>goes through with the swing</b> after being out of control momentarily. It's a length ball, offcutter outside off. CDG is always going for the drive but he has to adjust here. Launches it wide of mid-off on the end"
"<b>engines whirring!</b> Hasan Ali runs down the pitch and pulls the chain. CDG will be embarrassed with this shot, no doubt. A length ball in at off stump. Keeps low on him a touch but that's probably because he wasn't on the front foot. It's a hoick. He's stood tall and hoicked. And he's lost his stumps, which is what happens."
"length at off stump, defended from the crease"
"full at off stump, tapped to mid-off on the front foot"
"<b>lovely.</b> Steps out, meets the ball outside off and launches it with the turn over mid-on. Fully in control."
"short of a length and keeping low outside off, tapped back down the pitch off the back foot"
"length outside off, blocked on the front foot towards mid-off"
"short of a length on middle stump, flicked to deep midwicket off the back foot"
"short ball at middle stump, gets deep in the crease and swipes it through the open square leg region"
"short of a length just outside off, tapped to mid-off's left"
"yorker length just outside off, toe-ended drive to extra cover"
"length ball wide outside off, left alone"
"full and just outside off, defended on the front foot"
short of a length and in at leg stump. Allows it to come on and taps this behind square off the back foot
full and just outside off. Drives on the up and ends up slicing it between point and cover
"length at off stump, defended off the back foot"
length ball down leg. Cops it on the pad as he looks to defend
"length outside off, slices to short third"
"length outside off, tapped to cover on the front foot"
"length at middle stump, defended towards mid-on"
"full on leg stump, dead-batted into the leg side"
"yorker length at off stump, jammed into the off side"
"full on off stump, defended off the inside half"
"short of a length just outside off, under-edges the cut through cover"
"length on middle stump, pokes to midwicket with a closed face"
"length outside off, defended on the front foot"
"length on leg stump, shuffles and flicks to deep square"
"length outside off, blocked on the front foot"
"length at leg stump, tapped to mid-on against the turn"
<b>climbs</B> past the bat. Length ball dipping nicely and taking to beat the edge
"length outside off, defended off the back foot"
"length ball pushed in the corridor, beaten on the outside edge"
"<b>exposes the stumps and is bowled</b> trying to sweep. That looks like a shot he's attempted for the first time. And if it is, he's picked the worst time. Complete lapse there from Sodhi, who has been nicely behind the line to every ball he's faced till now. This was tossed up at middle, spinning towards off. He was at least four stumps wide of off stump attempting to lap this fine. Quite the manufactured wicket that, it was a harmless length ball."
"length at middle stump, defended off the back foot"
"length ball outside off, left alone"
"length ball wide outside off, left alone"
"full outside off, dead-batted into the off side"
"length outside off, defended to silly point"
"length outside off, tapped to extra cover"
"full outside off, blocked to cover on the front foot"
"tossed up outside off, jammed into the covers off the front foot"
short of a length and turning in at off stump. Punched down the pitch
"full outside off, looks to drive away from his body. Gets it onto pad off the inside half of the bat"
length ball rips into the pad and he can't get the glance away
"length on the stumps, tapped to mid-on off the back foot"
"short ball at middle stump, pulled to square leg"
"length ball outside off, left alone"
"length outside off, left alone"
"full on off stump, blocked to silly point"
"tossed up outside off, meets it on the full and laps it to deep backward square"
"full on middle stump, swept to deep backward square's right"
"tossed up outside off, defended into the off side"
"dropped short at middle stump, gets behind the line and pulls to deep square"
"length on leg stump, looks to sweep and cops it on the pad. Lbw appeal is turned down. Possibly sliding down"
"full on middle stump, swept along the floor to deep square"
"length ball outside off, gets outside the line to defend. Inside edge onto pad"
full and wide outside off. Defended into the leg side
"<b>trapped on the back thigh</b> and he's in line of the stumps. This skids through quickly from around the wicket. Did he get bat on that? There were certainly two noises. He was looking to play the flick. Pakistan has no reviews left, of course. <b>Replays show ball was sliding down.</b>"
"full on off stump, gets to the pitch and lofts it straight over the bowler. In control once again"
"tossed up wide outside off, left alone"
"full on off stump, defended down the pitch off the front foot"
"length and wide outside off, left alone"
"length and slower, at off stump. Blocked off the front foot"
"length outside off, defended to cover with the turn"
"floated up, on off stump, and he comes forward to defend"
"flighted, pitched on middle, and he goes back to defend"
"flighted, pitches on off and turns sharply to beat the inside edge as he goes back to defend. There's a polite enquiry, and only that"
"flipper, pitching on leg and going straighter on, and he defends off the backfoot"
"short, and he goes back and tries to whip it away through midwicket, but is beaten by the lack of bounce as it hits his pad. Missing leg, though"
"beats him by going straight on after pitching. Lovely bowling, and Wagner beaten all ends up!"
"length ball, on off stump, and he presses forward and defends"
"shorter, and outside off, and he goes back and steers it down towards third man"
"length ball, and he defends from the crease. The ball bounces on the ground, pops up and hits his helmet grille and just rattles him up a bit!"
"shorter, and strays down the leg side. Nicholls wants to get this away off his hips, but misses, and Sarfraz does well to get to it and stop it"
"length ball, straightens into him, and he drives it down to mid on"
"length ball, and he defends it down the pitch"
presses forward and defends a length ball on off
"shorter in length, and he can go back and whip it away with his wrists towards square leg"
"flighted, and Wagner drives off the front foot. Stopped by mid off"
"tossed up, length ball on off, and he presses forward and defends"
"looks for the flipper, off the back of the palm, and Wagner stretches forward to defend it as it pitches straight"
goes back and defends a length ball
"length ball, and he defends from the crease"
"dug in short, and again goes down the leg side. Nicholls misses with another attempted pull, and the ball dies on its way to Sarfraz, and just strikes the right of his jaw"
"<strong>DONE HIM IN!</strong> Length ball, and just a little bit of movement in, and creeps through the tightest of gaps between bat and pad. Nicholls stretched forward, but his feet never really got close enough to the pitch of the ball. The bat was quite far forward, and the ball goes in with the natural angle, and clips the top of off. <strong>The clearing of the throat is on...</strong>"
"beats the outside edge with a beautiful length ball! Ajaz looks to come forward, but doesn't get close enough to it"
"length ball, outside off, and Ajaz fails to pick it as it goes through to the keeper"
"length ball, straightens into him, and raps him on the pad. <strong>BIG APPEAL!</strong> No review left, though. Probably just a bit high, though Ajaz was caught in the crease"
length ball played down the pitch
"length ball, straightens after pitching, and he gets behind the line to drop it dead"
"struck him on the pads again, as he looks for a slog sweep. Impact might have been outside off though!"
"three in three, as it beats the inside edge, as Wagner stretches forward to defend a ball pitching outside off and turning back in <em>sharply</em>!"
"pulls out the reverse paddle sweep, as the ball is pitched into the rough outside off stump"
"looks for the conventional sweep this time, and it balloons over Sarfraz and then eludes Asad Shafiq at leg slip! <strong>Close shave, and what an over this was</strong>!"
"length ball, but strays on to the pads, and he flicks it gracefully through midwicket"
"length ball, and he drops it dead at his feet"
"length ball, and moves away a bit, and takes the outside edge on its way down to third man"
"fuller ball, and he defends from the crease"
"full ball, and beats him for pace, but he is able to just about get some bat on it. Skews into his foot, and could so easily have gone all the way to the stumps!"
"fuller, and wider, and he looks to drive. Not convincing at all, but can only find mid off"
"tossed up, and he presses forward to defend"
"tossed up, and he looks to sweep, and it goes in the air towards midwicket. <strong>FIVE FOR YASIR!</strong> Goes off the outside of the edge as Wagner goes for an almighty heave, and that went quite high in the air. Bowled from the back of the hand, and a good catch by Hasan Ali, sprawling away in front after running a fair distance. The sajda from Yasir, who has a chance to match Imran Khan's 14 wickets in a match..."
"tossed up, and Ajaz whips it away with the turn as it pitches on middle, and gets it towards midwicket"
"length ball, and he defends from the crease"
"<strong>IT'S OVER! YASIR HAS 14!</strong> Tosses this up, and Boult looks to come forward and defend, but gets a feather edge as it spins viciously past his bat and is collected by Sarfraz. Instant appeal and celebration from the bowler and his teammates, and the dreaded finger goes up as well. Eight in the first and six in the second for Yasir Shah."
