"looks to swing it away from middle stump, but it's full and down leg side"
"full on leg stump, tucked through square leg for two runs as short leg (with his helmet on) has to run to the deep to bring the ball back"
"full just outside off, defended towards point with the bat's open face. <b>And that's stumps on day four.</b>"
"good length, in the corridor. Nice long stride and he defends"
"full and tailing in at leg stump, shorter stride this time as he clips this past short midwicket"
"full and in at off stump, tapped towards mid-on"
"good length outside off stump, 125 kph, lets it go and it barely makes it to the keeper"
"length at off stump, defends off the outside half of the bat"
"good length outside off, covers the off stump, lets it go"
"back of a length, skids through at middle stump. Pushed to midwicket off the back foot"
"good length at middle stump, defended on the front foot"
"full at off stump, defended down the pitch"
"good length outside off, draws him forward, but can't get him to play. Big turn"
"back of a length at middle stump, deep in the crease as he shovels this wide of square leg"
"good length on off, slight turn away, but comfortably defended with a closed face"
"full outside off stump, gratefully left alone"
"good length, slight shape away in the off stump channel. Defended to gully off the outside edge"
"good length outside off, left alone. This one was angled in"
<b>lobbed towards fine leg</b> but the timing was so off on this hook shot that he's safe. This lifted at his throat and he swivelled as he played the shot
<b>beats the outside edge.</b> Goes slightly wider on the crease than he usually does. Angles it in but there's late movement away as it pitches on a good length. Draws Mendis outside off and beats him
"<b>Mendis has been given out lbw</b> and he has reviewed it. This one jagged back in, same line and length at the previous one. Beats the inside edge this time and traps him on the back pad. He was playing from the crease. If anything saves him here, it'll be an inside edge or the line of impact...there's no edge. On to tracking. <b>Impact umpire's call!</b> They've got Mendis inside 15 minutes. HUGE wicket. He shuffles across like he normally does but his feet weren't warm enough yet by the way he moved. It was a lazy shot in the end. Marginally in line, though. Wouldn't be overturned if he was given not out."
"length at off stump, defended on the front foot"
"length at middle, defended into the leg side"
"<b>googly</b> heads for middle stump after pitching back of a length, defended off the inside half of the bat"
""
"good length at off stump, defended off the outside half"
"good length, angled down leg side. It's a slider. He can't get bat to it. Deflects off the pad and then the keeper"
"good length, swinging away in the corridor. Defended off the back foot"
"<b>swings back in.</b> He's using the reverse nicely here. Both ways. This one comes in from a good length outside off. Strikes him on the back leg, but it was climbing over off. He was looking to chop it, on line"
"well played. Gets a short one, swivels on the back foot, uses the time available on this pitch to watch it closely and swats it away to the long leg boundary"
"back of a length in the corridor, defended off the back foot"
"full and swinging in at middle, but nicely flicked past short midwicket"
"good length at middle stump, flicked through midwicket on the up"
"good length outside off, shuffles and looks to sweep. This spins down leg side from above his bat"
"back of a length at off stump, defended off the back foot"
"good length outside off, looks to sweep, cops it on the shoulder"
"good length outside off, looks to sweep, gets it on the forearm and lands in front of short fine"
"back of a length outside off stump, shuffles and cops it on the back leg. Outside off stump"
"looks to sweep again, exposing all the stumps. It spins down leg and past his bat once more"
"short and well wide outside off. Looks to pummel it on the up through midwicket, but he toe-ends it down the pitch"
"bouncer, takes it on. Can't get bat on it"
"full outside off, tapped to mid-on on the up, with a closed face"
"back of a length in the corridor, defended off the back foot down the pitch"
"offcutter, good length outside off. Defended into the covers"
"bouncer, doesn't take it on this time. Left alone"
<b>flicks aerially</b> but it's too quick for short leg. He went on the back foot and picked this from middle stump
"back of a length, sliding in at middle stump. Defended off the back foot"
"good length outside off stump, covers the off stump as he lets it go"
"good length, skids down leg side and pas this attempted flick"
"tossed up outside off stump, dead-batted into the pitch"
"good length outside off stump, looks to block on the front foot - beaten on the outside edge"
"bouncer at an off stump line, controls the hook and gets it to deep square's left"
"<b>edged</b> and through the cordon. This is full outside off and he looks to drill the cover drive. Thick outside edge, barely rises to shin level. Wouldn't have been caught even if third slip was in there"
"good length, shaping in from outside off. Big stride to cover the off stump as he lets it go"
"<b>hooks straight to square leg.</b> Lakmal has been positive and taken that shot on, but the truth is this isn't his speciality. He's won the short ball battle the last five or six times, but this time the bowler prevails. Short one at middle stump and he connects it nicely. More static in his crease than the previous hook shots. Can't place it though and that's the end of him"
"<b>sneaks through from under the inside edge.</b> Angled bat from Perera first up. He's looking to slash this through point when he sees the line and length, but this swings back in. Welcome to the party"
"good length outside off, and it doesn't rise at all after bouncing. Through to the keeper"
"good length outside off stump, fails at another sweep attempt. This one into his body"
"full outside off stump, swept to deep square"
"good length outside off stump, stretches forward and watches it spin a long way past the outside edge"
"<b>oh nearly bowled.</b> What a bowler this guy is. Shows him the spin first ball, then slides the next one in at off stump. Perera is one the back foot, shaping to cut. Somehow gets an inside edge to save his off stump from doom"
"tossed up outside off stump, looks to reverse sweep. Gets a top edge that floats wide of slip"
"back of a length at middle stump, dabbed to square leg off the back foot"
"good length, swinging in slightly, but too far outside off. Left alone"
"back of a length outside off, bends in and straightens. Left alone"
"looks for the yorker, but misses his length slightly. It's a full toss, clipped to deep square"
"full at off stump, full face as he taps this to mid-on"
"good length at off stump, bunted to mid-on from the crease"
"short at middle stump, checks the hook shot. Finds backward square leg"
"good length outside off stump, stretches forward and gets an inside edge on the defensive"
"good length, wide outside off. Dabbed to short third off the back foot"
"good length outside off stump, gets glove on the attempted sweep. Rolls past short fine"
"full at leg stump, defended to silly point"
"good length, drifts in at off stump. Rips past the outside edge as he tries to defend"
"tossed up at off stump, defended into the covers"
"good length, swinging in at off stump. Defended from the crease"
"short and just outside off, sliced off the back foot. Gully dives to his left and stops it"
"good length, swinging in at the corridor. Sweetly timed push on the up, straight to mid-off"
"goes wide of the crease, bowls it short and wide outside off. But it doesn't rise as he looks to cut. Sneaks through from under the blade"
"full and angled in at off stump, pushed to mid-off"
"wide of the crease, slanted into off stump. Back of a length. Pushed to midwicket off the back foot"
"short and wide outside off stump, on the back foot. Pulled through midwicket off the toe-end of the bat. Nice job coming back for the third."
"good length outside off, steps out and pushes to mid-off"
"full outside off stump, swept into short leg and it deflects to short fine"
"back of a length at middle stump, dropped into the leg side off the back foot"
<b>superb.</b> Sarfraz predicted last over that Dickwella would start stepping out. He's done it brilliantly so far. This time he meets it at middle stump and hammers it past the non-striker
"length at off stump, paddle sweep, straight to short fine"
"full at middle stump, defended to midwicket"
"<b>past the outside edge.</b> Good length, slanted across off stump. Stretches forward to push into the off side"
"<b>dropped at second slip!</b> Oh Amir, doesn't even have anything to say. Happens that often. Back of a length in the corridor, pokes at it and gets a thick outside edge that's heading towards first slip. But Asad Shafiq leaps to his left and puts it down. The pace of the pitch is the reason. It was hanging up for quite a while and he grabbed at it"
"length at middle stump, defended from the crease"
"good length at off stump, pushed into the covers on the front foot"
"length at middle stump, defended into the leg side"
"good length outside off, sweep, lobs past short leg <b>who was taking evasive action.</b> This was off the top egde and into the helmet. Fielder looking to his left as he tried getting out of the way. Ball falls to his right"
"length, off stump, blocked on the front foot"
"good length at middle stump, defended down the pitch"
"<b>struck in front, given out.</b> Reviews straight away. He's hardly put in a stride and it's plumb in terms of line. He probably got an inside edge based on the speed of review....replays show bat and pad are very close. There is <b>contact with the bat.</b> Third umpire has deemed it was pad first, because we are going through to ball tracking....<b>out.</b> Plumb, smashing into middle and leg."
"<b>caught at short leg!</b> Oh it's going down! Yasir Shah one away from a five-for and he's on a hat-trick too. Inside edge onto pad from Herath, lobs harmlessly for Shan Masood who leaps forward and completes the catch"
"good length, pushed through outside off stump. Sandakan does enough to cover the line and blocks it"
"good length at off stump, defended into the covers"
"full and tailed in at leg stump, flicked past midwicket off the inside half"
"back of a length, angled across off stump. Left alone"
"good length and down leg side, left alone"
"full outside off, chases it with the drive and gets it wide of mid-off"
"good length outside off stump, defended on the front foot"
"back of a length outside off, defended off the back foot"
"back of a length, spinning towards leg stump. Off the thigh guard and straight to short leg"
"good length wide outside off stump, offers the pad and kicks it away"
"back of a length at off stump, defended down the pitch"
"full outside off, looks to slice it through point. Beaten"
"back of a length outside off, on the back foot and pushed through the covers. Yasir can't stop the single, but cover should have been in"
<b>what a ball!</b> Yorker intent on smashing middle stump and Dickwella has to leap and put all this weight on the bat as he keeps this out.
"back of a length outside off stump, backs away to try and slash it, under-edges into the off side"
"good length outside, with some swing away. He pokes at it, beaten"
"back of a length, angles in at off stump and then straightens past the outside edge as he fends away from the body"
"back of a length at off stump, tucked off the hips to deep square"
<b>flies past leg gully.</b> This is full at leg stump and he stabs at it. Gets a thick inside edge and it's too quick for that fielder. Dive to his left can't even get him close
"well played. Brings the bat down with some force on this reverse sweep, and slaps it from a middle stump line through point"
"good length at middle stump, spins into his thigh guard and lobs over short leg"
"back of a length outside off, cops it on the back leg as he pushes deep into the crease"
"back of a length at off stump, defended off the back foot"
"good length at off stump, steps down the track and flicks it to deep square"
"<b>nearly chops it onto the stumps.</b> Back of a length ball, turning away from off stump, but the No. 10 looks to punch off the back foot through midwicket. Inside edge onto his boot"
"back of a length at middle stump, defended into the point area off the back foot"
"good length outside off stump, fishes away from the body, beaten on the inside edge"
"overpitched outside off, caressed to deep point off the front foot. <b>Doesn't take the single</b>"
"well, I don't know what to call that. It's an attempted ramp that's supposed to send it over first slip. But this angles in at him, a short ball, as he tries to back away and execute the shot. Hits the inner half and flies to the keeper's left"
"backs away to try and squeeze this length ball past cover, doesn't succeed. Fielder keeps him on strike"
"<b>Masood slow at square leg</b> and can't stop the single. It was an attempted yorker, tapped into the leg side with soft hands"
"<b>reverse sweep in the air</b> but well over backward point. Tossed up outside off stump, gets down and under the shot. Lifts it over the fielder"
<b>skids through at ankle length</b> and beats everyone. It was outside off though. He survives. This pitched back of a length and he was on the back foot. No chance it it had spun in towards the stumps
<b>and now it bounces up</b> at the thigh guard from a length. Pitching more or less in the same spot outside off as the last one
"quicker one, good length and in at off stump. Defended off the back foot"
"good length, wide outside off. Beaten on flight as he steps out. Offers his leg and just manages to block it into the leg side"
"good length outside off stump, reverse sweep out to deep point"
"swings away from the left-hander, makes him push at it outside off. Beats the outside edge"
"full outside off stump, this time it's close to him and he gets bat on it and drives past extra cover"
"full and swinging away from off stump, whips across the line and gets a leading edge that flies through the gap between slip and gully"
"full at off stump, defended to mid-off"
"full and outside off stump, backs away to try and dab it through point. Beaten on the outside edge"
"<b>cover stops the single</b>. This was good length, in the the corridor. He leaped into the off side to try and poke it behind square on the leg, got a leading edge"
"good length at off stump, defended off the inside half of the bat"
"full outside off sutmp, well forward to defend into the pitch"
"back of a length outside off stump, defended off the back foot"
"slider, back of a length at off stump, defended off the back foot"
"short and wide outside off stump, jumps onto the back foot and slaps this past point"
"good length, loops at middle, draws him forward and beats the outside edge. And the off stump."
"<b>glorious shot.</b> Full outside off stump, leans in and opens the face at the last moment to get this between deep point and third man"
"<b>dropped!</b> Asad Shafiq again. Back of a length outside off stump, stabs at it, gets a thick edge that's straight at Shafiq at fly slip. It's dying on him slightly, but it's poor technique again as he grabs at it. It was headed towards his left foot and you can tell from a distance that those hands were hard and tense"
"back of a length outside off, blocked off the front foot"
"full outside off stump, leans in and checks the drive, pushes it wide of mid-off"
"full outside off stump, driven straight to cover"
"back of a length at off stump, exposes the stumps and chops at this, gets it straight to point"
"full outside leg stump, stretches forward and kicks it away"
"back of a length at leg stump, defended off the back foot in front of off"
"full outside leg stump, looks to dead bat this into the leg side. Leading edge into the covers"
"back of a length at leg stump, pushed to square leg off the back foot"
"overpitched on off stump, but he defends down the pitch"
"<b>Sandakan! What has he done?!</b> Oh Yasir Shah, another five wicket haul. He's so good at this, at tempting the poor tailenders into suddenly switching off. This is a top-spinner, short and wide outside off. Tests his discipline and Sandakan fails. Goes for the cut without any transfer of weight. Reaching out in the end from deep in the crease and he has bunted it straight to point"
"short one, down leg side from around the wicket. Stabs and gloves it fine"
"back of a length at off stump, defended into the off side"
"good length, angled in at off stump. Defended down the pitch"
"offcutter, back of a length and in at middle stump. Walks into the leg side and bunts this through the open point region. Wants to come back for the second but gully has done well to slide and keep that to one. <b>Dickwella at the non-strikers end.</b> Pradeep finishes on a king pair."
"<b>bowled him!</b> Fielding pays dividends. And how. Pradeep doesn't last a ball. Full, swinging in viciously at the stumps and there's not so much as a half-stride from the No. 11. Smashed and Hasan Ali brings out the signature celebration"
"back of a length on leg stump, worked off his hips to midwicket for a quick single"
"full on leg stump, defended off his back foot."
"short outside off, furiously cut behind square but Perera at gully dives magnificently to his left to stop the boundary"
"short on middle stump, gets inside the line of the ball and clips it off his hips to midwicket for a quick single"
"good length outside off stump, lets the ball go through to the keeper"
"back of a length on middle stump, defended off the back foot"
"full on off stump, prods forward and defends"
"full on middle stump, gets his big stride forward and defends"
"full just outside off, gets his front foot forward and gloves the ball towards the leg side"
"tossed up full outside off, no turn yet with the new ball, comfortably defended"
"back of a length outside off stump, rocks back and punches to mid on"
"tossed up full on off stump, slightly shuffle forward and tucked deep to the leg side. There's deep midwicket in that region"
"back of a length on off stump, gets close to the line and drops his hand to the ball"
"full on middle, driven back to Lakmal"
"full on middle stump, driven back to the bowler off the front foot"
"back of a length on middle stump, rocks back and defends from deep inside his crease"
"back of a length on middle, worked off his hips to short midwicket"
"short on middle, angles away from the left hander. Decides to have a poke at the wide delivery, cut straight to Perera near point"
"full wide outside off, Masood gets his stride in but defends for the turn. There's no spin, and the ball goes just past his outside edge"
"full on off stump, clipped off his toes but straight to short midwicket"
"a quicker ball this time, flat on off stump, defended to short mid on"
"tossed up full on off stump, whipped to short mid on once again"
"full on off stump, charges down and slices his drive to mid off. Calls early for the run"
"<b>And there's the first wicket!</b> Full just outside off, Aslam tries to defend it with the spin, but the ball is another straight one. <b>Takes the outside edge, and loops to first slip.</b> Karunaratne makes no mistake."
"full on middle, gets inside the ball's line and clips it to deep midwicket for a couple"
"back of a length on off stump, drops his hands on the ball that swung slightly in. Goes to short midwicket"
"full on off stump, and <b>it's a beauty! What shape!</b> Full on off stump, Azhar Ali tries to defend it, anticipating the angle into his bat, but it goes straight through instead. The face of Azhar's bat closed too early, and the ball took the edge through to Dickwella. <b>It's a duck.</b>"
"pushed full on leg stump, allows Shafiq to get off the mark, clipped off his toes behind square to fine leg"
"short outside off stump, punches to cover and calls for one. <b>The non-striker sends him back.</b>"
"back of a length on middle, defended off the back foot"
"full outside off, spins into the right hander. The bat turns in his hand, as he drives it to mid on"
"tossed up full from outside off, but drifts and falls on off stump, driven down the ground"
"full just outside off, defended off the front foot, but edged along the ground to first slip. Reward for playing with soft hands"
"full on middle, clipped to short leg"
"full on off stump, prods forward and defends off the front foot"
"tossed up full on middle stump, defends it off the front foot"
"full on middle, steps back and works it off his hips to midwicket"
"back of a length wide outside off, drops his hands as he defends, and takes the outside edge of the blade. Goes past first slip to third man, and the fielder has to chase there from the infield"
"back of a length outside off, taps the ball square to point for an easy single"
"back of a length outside off stump, goes past the batsman's shouldering arms"
"good length on the nagging off stump line, leaves it well. Was too close to his body"
"short on middle, rocks back and works it with the bat's open face to short cover. Calls for one but Shafiq says no"
"full on leg stump, defended off the front foot"
"full outside off, driven on the up to mid off"
"full on middle and leg, clipped between midwicket and backward square"
"full wide outside off, punched back to Herath"
"full and wide outside off, the left-hander once again tries to defend it searching for turn, but there was none on offer. The ball goes straight through, and <b>just past his outside edge</b>"
"back of a length outside off, big stride forward to defend, but takes glove and pad and is slightly in the air. But falls in the middle of the deck, a few feet in front of short leg"
"good length outside off, jumps off the deck and hits it high on the bat. Shafiq went back and tried to defend that to point"
"back of a length just outside off, slight tail into the right hander, defended off the back foot"
"full outside off stump, punched on the up past Lakmal past mid on's left. Herath has to chase"
"back of a length outside off stump, rocks back and defends off the back foot"
"full outside off, driven to cover but the bat turns towards the leg side. Played square on the leg side"
"good length wide outside off, punched off the back foot to short cover. Got well inside the line of the ball"
"full outside off stump, defended off the front foot."
"full outside off stump, charges down and drives against the spin to cover"
"full on off stump, small stride forward and defended with soft hands"
"good length on off stump, uses his feet to get to the pitch of the ball and driven down the ground to long on"
"full on off stump, no spin this time and driven back to Herath"
"tossed up on leg stump, there's sharp spin, but Shafiq anticipated it. Plays it with watchful eyes as he defends that from under his eyes"
"full on middle, worked off his hips behind square to short fine leg"
"full on off stump, defended with a big stride forward"
"tossed up full on off stump, drifts into the left hander, who defends off the front foot"
"<b>Dilruwan has struck!</b> It's back of a length outside off stump, charges down but decides not to drive. Defends instead, and takes his pad, and then his glove. Lobs into the air, and short cover dives forward to complete a tough catch. <b>Pakistan in trouble.</b>"
"full on off stump, prods forward to defends but the ball spins slightly in, takes the inside edge and flies straight to short leg. Falls just short of Kaushal Silva"
"<b>Another edge!</b> Full outside off, gets his stride forward and defends. This time it's the blade's outside edge, falls just in front of the diving first-slip fielder, and trickles past him for three very useful runs"
"tossed up full, falls on middle and the flight deceives the batsman. Sharp turn away from the straight bat"
"full on middle and off, defended with soft hands"
"full on off stump, defends it once again"
"tossed up on off stump, gets inside the line of the ball and defends the ball back to Herath"
"full outside off, defended towards point off the front foot"
"<b>another beauty.</b> Back of a length on off stump, tries to defend off the back foot anticipating the spin into his body. But this is the one that straightens, and goes just past his outside edge through to the keeper."
"full outside off, defended off the front foot"
"short on middle and off, rocks back and punches the ball past the non-striker. Dilruwan dives, short mid on dives, neither can hold on to it"
"back of a length on off stump, shuffles to the off side and works it off his hips to the leg side"
"good length just outside off, charges down and drives down the ground. Driven straight to Dilruwan, and the bowler throws it back quickly"
"back of a length on middle, tucked to deep square leg"
"full on off stump, defended back to Dilruwan"
"full on middle stump, charges down and whips it over midwicket's head to cow corner"
"tossed up full on middle, driven back to mid off"
"full on middle and leg, goes straight on and hits him on the pad, while he tries to defend. Loud appeal but the umpire says not out. <b>Chandimal reviews.</b> It's a big stride forward, and hits middle and leg, but it would've gone down the leg side. Survives."
"back of a length on middle stump, pads the ball and it lobs straight to short leg. Obligatory appeal turned down"
"full on middle, big stride forward and defended"
"full on middle, defended once again but this time it takes the inside edge. Goes through past a nonexistent leg slip for a single. Was in the air"
"full just outside off, hurries the batsman into the backfoot defense"
"short on off stump, goes deep into the crease and works it to backward square. But the fielder cuts the single off"
"full on middle, tries to defend, and gets behind the line of the ball, but spins slightly too much, takes the edge of the bat and goes down the leg side for more runs"
"tossed full outside off, defended with soft hands"
"full on middle stump, defended to mid on"
"<b>dropped!</b> good length just outside off, prods forward to defend, but takes the outside edge of the bat and goes straight to Dickwella. Stays low and he can't hold onto it. Dickwella drops his head. And that's drinks."
"tossed up at off stump, driven back to the bowler"
"length at middle stump, defended down the pitch"
"back of a length at middle stump, dropped behind square on the leg side, off the back foot"
"length at off stump, driven to mid-off"
"length at middle stump, defended off the inside half"
"good length and down leg side, looks to sweep and feathers a top edge fine"
"tossed up at middle stump, flicked to short midwicket"
"back of a length outside off, hands back in the crease and punches it through the open covers region. They pick up three...and then a throw comes in, ricochets off the stumps and gives them an extra run through mid-on"
"good length at off stump, looks to flick, gets a leading edge that goes wide of mid-off"
"<b>caught behind!</b> Niroshan Dickwella. No review from the batsman, that's the end of him. Dilruwan Perera pushes one through, no turn, outside off stump. Babar chases, stretches well forward and tries to bunt it without intent. If defence was the option, it was wide enough to leave. But he has seen so many turning in at him, that this was instinctive. Top class bowling"
"good length at leg stump, defended with soft hands"
back of a length at middle stump. Punched past the non-striker and he steals a single
"back of a length outside off, shoots at ankle length and beats Dickwella"
""
"back of a length at off stump, defended off the back foot"
"good length at middle, steps down and chips this over square leg"
"<b>caught at first slip!</b> Karunaratne holds his cool as this one flies towards his face. It took off from back of a length, and it turned. Shafiq was in position for a cut, but he could only poke at  it - similar to his dismissal in the first innings. Good catch"
"good length, angled down leg side. Beaten by flight after stepping out, but he follows it and flicks it towards long leg"
"good length at off stump, plays on the back foot and gets the defence off the inside half"
"good length at off stump, stretches out at it and gets an outside edge. First slip tumbles to his left"
"back of a length, arm ball at off stump. Defended off the back foot"
"back of a length at middle, defended off the outside half of the bat"
"good length at off stump, defended on the front foot"
"good length, in at middle stump, defended down the pitch"
"full just outside off, defended firmly"
"full on off stump, shuffles onto the off side, gets down on one knee, and sweeps fine past the keeper for more runs. Expose two of the three stumps, there"
"back of a length just outside off, big stride forward and defends. But the ball hits his pad and lobs to silly point. Loud appeal from the infielders"
"full on off stump,defended off the front foot after charging down"
"full just outside off, straightened after pitching, Sarfraz was late to bring his bat down. Goes past him, though to Dickwella"
"full on leg, defended towards short leg"
"full just outside off, punched towards cover"
"full on off stump, shuffles down and drives to long off"
"full outside off, tries to paddle it square on the leg side but his front foot gets in the way of his shot. Hits straight onto his boot"
"back of a length just outside off, punched off the back foot to the bowler"
"tossed up full outside off stump, on drive to short midwicket"
"<b>swept fine!</b> Full outside off and once again Sarfraz is quick to get down on one knee. Ensures the sweep is fine, and beats the short fine-leg fielder inside the circle."
"good length just outside off, charges down and pads it safely"
"full on middle stump, charges down to cut the spin and tentatively pokes the ball towards short midwicket"
"short and wide outside off, enough width to cut that, goes to point, but <b>misfielded!</b> Allows the extra run. Sarfraz slipped while completing his first run as well. Scrappy stuff"
"tossed full and wide outside off, prods forward with his feet but shoulders his arms eventually"
"full and wide outside off once again, straight through to the keeper's glove. No spin"
"full outside off, enough room to play the cut but the batsman has other plans. Shoulders his arms"
"full on off stump, driven on the up to mid on"
"full outside off, gently driven to mid on this time, allowing the single to be completed easily"
"full on middle and leg, punched back to Dilruwan"
"full on middle and leg, carefully defended back to the bowler"
"loopy, full outside off, tapped to cover for a single"
"full just outside off, defended with soft hands"
"tossed up outside off stump, defends it playing for the turn, but it goes straight through, goes millimeters away from his outside edge. Groans all around"
"short outside off, rocks back and punched to short cover, smart dive to the left from the fielder there. Saves atleast two"
"full on off stump, tucks the ball into the gap on the leg side in front of square and calls early for the single. <B>50 for Pakistan.</b>"
"full just outside off, big stride forward and defended"
"full on middle and off, Sarfraz once again defends"
"back of a length on off stump, goes straight on and Sarfraz goes deep into the crease, moving towards the leg side, as he punches the ball to cover"
"back of a length just outside off, prods forward and goes past the batsman's defense. Just spins past the outside edge. Not the first time from Haris this innings"
"back of a length on middle, defended"
"full on off stump, driven to mid off and Sarfraz calls early for one. It's a close run, but it's not a direct hit and the batsman is safe"
"full outside off, Sarfraz gets his leg forward but the defense is down the wrong line. <b>Hits the pads! And they all appeal.</b> Not out says the umpire, but <b>Chandimal wants the review.</b> No contact with the bat, replays suggest. Pitched outside off, impact juuuuust outside off stump (umpire's call), but would've gone on to hit middle stump. <b>Sarfraz survives, but Sri Lanka don't lose the review.</b>"
"full outside off stump, defended off the front foot"
"full outside off, quick to pounce onto that. Swept furiously to deep midwicket. Hit too well, will only fetch him the single"
"back of a length on middle stump, slides down leg side as Dickwella has to dive to his left"
"back of a length outside off, angles into Sarfraz but he defends the ball from near his chest"
"fullish outside off, slight tail into the batsman, defended off the front foot as the ball trickles away to short midwicket. The bat turned in his hands. Good pace from Pradeep"
"back of a length outside off, punched off the back foot to short cover"
"short outside off, angles into Sarfraz's body. Gets big onto the batsman, and he does well to drop his hands from near his chest, towards the leg side"
"back of a length outside off, tails in once again but Sarfraz is up to the challenge. Defended"
"Full on leg stump,makes it a full toss and it's muscled past midwicket for <b>the first boundary of the innings!</b>"
"full just outside off, defended straight back to the bowler"
"back of a length outside off stump, enough width for the batsman to cut it square. Goes between point and gully, both fielders give it a chase, but can't stop the third run"
"full outside off, spins slightly in but defended back to the bowler"
"back of a length just outside off, rocks back and punches it to short cover"
"full on middle, tucked towards short midwicket on the leg side. Sees the over out. <b>Dilruwan has been wayward this over, first time all innings.</b>"
"full and wide outside off, entices the batsman to drive and he obliges. Takes the outside edge, <b>and it's in the air!</b> Goes between first slip and wide gully for four very important runs."
"short and wide outside off, pace not menacing enough to bother Haris. Tapped towards point"
"full and wide outside off, shuffles forward before punching down the ground to mid off"
"full and wide outside off, bunted down the ground to wide mid off"
"back of a length on leg stump, flicked to midwicket, but straight to the fielder"
"back of a length on middle, sees off the over by defending it off the backfoot with soft hands"
"back of a length on middle stump,, spins into the batsman's body sharply. He was quick to back away to the leg side, but the ball followed him. Punched off the back foot"
"back of a length outside off stump, goes deep and cuts late to point"
"full on off stump, driven down the ground to mid on"
"short outside off, backs away and cut square to deep point. A big chase for the infielders"
"full outside off, spins slightly away to the left hander, left alone"
"full on off stump, the wrong'un, stays low and forces the batsman to hurry. Somehow played to midwicket for a single. <b>And that's Tea.</b>"
"good length outside off, left alone"
"length at off stump, pushed past the non-striker off the back foot. Short midwicket couldn't get to it"
"back of a length, in at off stump. Backs away and looks to slap it through the off side. Mistimed. Finds cover point"
"full outside off, driven into the covers"
"good length outside off stump, left alone as it angles away"
<b>inside edge</b> trickles past short leg. Doesn't quite get the stride out as he looks to defend outside off stump
"good length at middle stump, steps out and swings hard at it. Manages to chip it over midwicket. Deep square leg runs to his left"
"good length outside off stump, keeps the sweep along the floor, finds fine leg"
"back of a length at off stump, defended off the back into the covers"
"back of a length at leg stump, defended off the back foot"
"<b>bonus runs.</b> Short and wide outside off stump, slashes at it and gets it off the outside half. It races past backward point"
"back of a length at off stump, defended off the outside half to point"
"full at leg stump, blocked on the front foot"
"tossed up at leg stump, he steps down and taps it straight to mid-on...and he knew there was a single there all along. Wonderful running as soon as he got bat to it"
"good length at leg stump, pushed into the leg side on the up"
"good length outside off stump, defended off the outside half"
"good length at off stump, defended down the pitch"
"good length at middle stump, looks to flick, but he's not to the pitch of the ball. Thick inside edge towards square leg"
"good length at off stump, defended down the pitch"
"tossed up at middle stump, steps out and skews the attempted slog to deep midwicket"
"good length at middle stump, defended on the front foot"
"short, starts outside off and spins away. Haris does well to withdraw from the cut"
"good length at off stump, defended into the off side"
"full at leg stump, defended to extra cover off the outside half"
"good length at leg stump, pushed into the leg side off the back foot"
"<b>he's come down the pitch and missed it! Sarfraz is gone!</b> Rangana Herath has taken gotten rid of the tailor. He's grabbed the cloth right out and ripped the seams apart. Sarfraz was stitching everything together. Pakistan finally seemed to have found control, but now it's wide open again. This was dipping at leg stump, good length. He stepped down and yorked himself. It hit his pad, deflected low to Dickwella's right. <b>He was lucky</b> as this hit his right pad and stayed right in the vicinity. Swooped down and broke the stumps as Sarfraz looked desperately to get back"
"good length at middle stump, defended on the front foot"
"length at middle, blocked"
"good length at leg stump, defended into the leg side"
"full at middle stump, pushed into the off side"
"good length at off stump, defended into the off side"
"good length at leg stump, defended into the leg side off the inside half of the bat"
"well fielded. Sandakan at fine leg, sprints to his left and gets his body behind this to stop it. Hasan picks this from middle stump and swivels to pull"
"full at leg stump, dabbed to midwicket off the front foot"
"good length at off stump, defended into the covers"
"good length, pushed down leg side. STays deep in the crease and tickles this fine"
"<b>Nigel Llong nearly swept off his feet</b> but there's no romance involved. Short leg takes catch that was lobbe off the pad. Then he fires at the non-strikers wicket and the umpire is in danger. Manages to get away. They get two runs. Hasan Ali wasn't watching as he walked back to the crease while Sri Lanka appealed. Good awareness, but he didn't hit the stumps"
"good length at off stump, defended on the front foot"
"<b>lbw appeal</b> is turned down. This spins in at off stump and hits him outside the line, on the back leg, as he looks to defend"
"full at middle stump, driven wide of long-on, perfectly placed"
"full and pushed through at middle stump, shuffles across and dabs it past short midwcket"
"<b>loud appeal</b> but the umpire says this pitched outside. Full ball, he's looking to sweep, but can't get bat on it"
"good length at off stump, blocked on the front foot"
"<b>huge appeal, no shot offered.</b> He's struck outside off as he anticipates turn and plonks a leg forward.But this  skids through. Wasn't straightening enough. Not reviewed"
"length at middle stump, pushed to midwicket on the up"
"back of a length at middle stump, shovelled past midwicket"
"good length at middle stump, defended down the pitch"
"back of a length at off stump, deep in the crease, punched to extra cover"
"full outside off stump, reaches out and flicks to short midwicket...who lets it through. Poor cricket"
"good length at off stump, pushed into the covers off the back foot"
"back of a length, spinning away from middle stump. Punches against the turn and beats Herath's dive. Down to long-on"
"back of a length at off stump, watches it closely, calmly pokes it wide of point"
"full at middle stump, tapped down the pitch"
"<b>smash!</b> I ain't afraid of you. Hasan Ali, plonks the front leg down, gets leg side of the ball and shapes to sweep. Except, he adjusts at the last moment for the turn and lifts it clean over long-off"
